gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"14814","TLR7","51284","TLR7-201","ENST00000380659","toll like receptor 7"
"14815","LINC00173","","LINC00173-203","ENST00000480237","NA"
"14816","ZFP62","643836","ZFP62-203","ENST00000506377","ZFP62 zinc finger protein"
"14817","ERI2","112479","ERI2-201","ENST00000300005","ERI1 exoribonuclease family member 2"
"14818","TOMM7","54543","TOMM7-204","ENST00000463284","translocase of outer mitochondrial membrane 7"
"14819","HSH2D","84941","HSH2D-208","ENST00000616645","hematopoietic SH2 domain containing"
"14820","TRPV1","7442","TRPV1-203","ENST00000399759","transient receptor potential cation channel subfamily V member 1"
"14821","ZNF33B","7582","ZNF33B-202","ENST00000462075","zinc finger protein 33B"
"14822","ZNF512B","57473","ZNF512B-201","ENST00000369888","zinc finger protein 512B"
"14823","AMZ2","51321","AMZ2-202","ENST00000359904","archaelysin family metallopeptidase 2"
"14824","ZNF431","170959","ZNF431-207","ENST00000600692","zinc finger protein 431"
"14825","NF1","4763","NF1-211","ENST00000487476","neurofibromin 1"
"14826","VKORC1L1","154807","VKORC1L1-204","ENST00000648187","vitamin K epoxide reductase complex subunit 1 like 1"
"14827","ZNF418","147686","ZNF418-205","ENST00000595830","zinc finger protein 418"
"14828","DAPK1","1612","DAPK1-201","ENST00000358077","death associated protein kinase 1"
"14829","LCE1B","353132","LCE1B-201","ENST00000360090","late cornified envelope 1B"
"14830","HLA-DQA1","3117","HLA-DQA1-204","ENST00000422863","major histocompatibility complex, class II, DQ alpha 1"
"14831","COL27A1","85301","COL27A1-201","ENST00000356083","collagen type XXVII alpha 1 chain"
"14832","LINC01560","","LINC01560-201","ENST00000357412","NA"
"14833","GM2A","2760","GM2A-203","ENST00000523466","GM2 ganglioside activator"
"14834","S100A2","6273","S100A2-202","ENST00000368708","S100 calcium binding protein A2"
"14835","SNHG17","","SNHG17-215","ENST00000654008","NA"
"14836","POU3F4","5456","POU3F4-201","ENST00000644024","POU class 3 homeobox 4"
"14837","CD47","961","CD47-201","ENST00000355354","CD47 molecule"
"14838","TLE1","7088","TLE1-203","ENST00000376499","TLE family member 1, transcriptional corepressor"
"14839","MAML3","55534","MAML3-203","ENST00000509479","mastermind like transcriptional coactivator 3"
"14840","H2AC11","8969","H2AC11-201","ENST00000359193","H2A clustered histone 11"
"14841","STRN3","29966","STRN3-201","ENST00000355683","striatin 3"
"14842","ZNF239","8187","ZNF239-201","ENST00000306006","zinc finger protein 239"
"14843","CTBP1-DT","","CTBP1-DT-203","ENST00000507044","NA"
"14844","CHRNG","1146","CHRNG-203","ENST00000651502","cholinergic receptor nicotinic gamma subunit"
"14845","ZSCAN16","80345","ZSCAN16-201","ENST00000340487","zinc finger and SCAN domain containing 16"
"14846","MVB12B","89853","MVB12B-201","ENST00000361171","multivesicular body subunit 12B"
"14847","ILRUN","64771","ILRUN-202","ENST00000374023","inflammation and lipid regulator with UBA-like and NBR1-like domains"
"14848","ADA","100","ADA-202","ENST00000464097","adenosine deaminase"
"14849","ARID5A","10865","ARID5A-205","ENST00000470579","AT-rich interaction domain 5A"
"14850","PATE2","399967","PATE2-201","ENST00000358524","prostate and testis expressed 2"
"14851","PPTC7","160760","PPTC7-201","ENST00000354300","protein phosphatase targeting COQ7"
"14852","NHLRC2","374354","NHLRC2-201","ENST00000369301","NHL repeat containing 2"
"14853","ZFP28","140612","ZFP28-201","ENST00000301318","ZFP28 zinc finger protein"
"14854","KIAA1211L","343990","KIAA1211L-201","ENST00000397899","CRACD like"
"14855","SCN8A","6334","SCN8A-204","ENST00000546961","sodium voltage-gated channel alpha subunit 8"
"14856","LAMB3","3914","LAMB3-201","ENST00000356082","laminin subunit beta 3"
"14857","AC090286.1","","AC090286.1-201","ENST00000354432","NA"
"14858","TEX43","389320","TEX43-201","ENST00000357147","testis expressed 43"
"14859","KPNA5","3841","KPNA5-203","ENST00000413340","karyopherin subunit alpha 5"
"14860","ARHGEF12","23365","ARHGEF12-201","ENST00000356641","Rho guanine nucleotide exchange factor 12"
"14861","HCAR1","27198","HCAR1-201","ENST00000432564","hydroxycarboxylic acid receptor 1"
"14862","ZNF252P","","ZNF252P-201","ENST00000426361","NA"
"14863","PDLIM7","9260","PDLIM7-208","ENST00000493815","PDZ and LIM domain 7"
"14864","FLNA","2316","FLNA-205","ENST00000420627","filamin A"
"14865","TMEM26","219623","TMEM26-204","ENST00000503886","transmembrane protein 26"
"14866","SRGAP1","57522","SRGAP1-201","ENST00000355086","SLIT-ROBO Rho GTPase activating protein 1"
"14867","FAM3C","10447","FAM3C-201","ENST00000359943","FAM3 metabolism regulating signaling molecule C"
"14868","NOP9","161424","NOP9-201","ENST00000267425","NOP9 nucleolar protein"
"14869","SLC39A10","57181","SLC39A10-207","ENST00000458054","solute carrier family 39 member 10"
"14870","SCOC-AS1","","SCOC-AS1-201","ENST00000512692","NA"
"14871","CASP4","837","CASP4-205","ENST00000525116","caspase 4"
"14872","AP2A1","160","AP2A1-201","ENST00000354293","adaptor related protein complex 2 subunit alpha 1"
"14873","FUT11","170384","FUT11-201","ENST00000372841","fucosyltransferase 11"
"14874","ANXA4","307","ANXA4-203","ENST00000418066","annexin A4"
"14875","LAGE3","8270","LAGE3-201","ENST00000357360","L antigen family member 3"
"14876","WDR5B","54554","WDR5B-201","ENST00000330689","WD repeat domain 5B"
"14877","METTL9","51108","METTL9-205","ENST00000563026","methyltransferase like 9"
"14878","ZNF138","7697","ZNF138-201","ENST00000307355","zinc finger protein 138"
"14879","ZNF429","353088","ZNF429-202","ENST00000594022","zinc finger protein 429"
"14880","ZNF470","388566","ZNF470-201","ENST00000330619","zinc finger protein 470"
"14881","SERTAD1","29950","SERTAD1-201","ENST00000357949","SERTA domain containing 1"
"14882","ZNF100","163227","ZNF100-202","ENST00000358296","zinc finger protein 100"
"14883","ZNF398","57541","ZNF398-201","ENST00000426851","zinc finger protein 398"
"14884","ZSCAN25","221785","ZSCAN25-208","ENST00000481424","zinc finger and SCAN domain containing 25"
"14885","ANXA6","309","ANXA6-213","ENST00000522664","annexin A6"
"14886","ZNF441","126068","ZNF441-203","ENST00000462251","zinc finger protein 441"
"14887","GMFB","2764","GMFB-208","ENST00000554908","glia maturation factor beta"
"14888","SIGLEC15","284266","SIGLEC15-201","ENST00000389474","sialic acid binding Ig like lectin 15"
"14889","ZNF420","147923","ZNF420-209","ENST00000590332","zinc finger protein 420"
"14890","ZNF763","284390","ZNF763-205","ENST00000592625","zinc finger protein 763"
"14891","ZMYM1","79830","ZMYM1-211","ENST00000650449","zinc finger MYM-type containing 1"
"14892","DTHD1","401124","DTHD1-201","ENST00000357504","death domain containing 1"
"14893","H4C3","8364","H4C3-201","ENST00000377803","H4 clustered histone 3"
"14894","MAFG","4097","MAFG-201","ENST00000357736","MAF bZIP transcription factor G"
"14895","KIAA1671","85379","KIAA1671-203","ENST00000406486","KIAA1671"
"14896","KRT35","3886","KRT35-201","ENST00000246639","keratin 35"
"14897","IGF2R","3482","IGF2R-201","ENST00000356956","insulin like growth factor 2 receptor"
"14898","ZNF300P1","","ZNF300P1-202","ENST00000520773","NA"
"14899","NPSR1-AS1","","NPSR1-AS1-202","ENST00000419766","NA"
"14900","GAL3ST4","79690","GAL3ST4-203","ENST00000413800","galactose-3-O-sulfotransferase 4"
"14901","AC068631.1","","AC068631.1-201","ENST00000630178","NA"
"14902","DYNC1H1","1778","DYNC1H1-201","ENST00000360184","dynein cytoplasmic 1 heavy chain 1"
"14903","SLC6A17","388662","SLC6A17-201","ENST00000331565","solute carrier family 6 member 17"
"14904","PCBP2","5094","PCBP2-201","ENST00000359282","poly(rC) binding protein 2"
"14905","SLC25A29","123096","SLC25A29-201","ENST00000359232","solute carrier family 25 member 29"
"14906","PGAP1","80055","PGAP1-201","ENST00000354764","post-GPI attachment to proteins inositol deacylase 1"
"14907","SRC","6714","SRC-211","ENST00000497734","SRC proto-oncogene, non-receptor tyrosine kinase"
"14908","ZNF682","91120","ZNF682-208","ENST00000596019","zinc finger protein 682"
"14909","OR8B8","26493","OR8B8-202","ENST00000642064","olfactory receptor family 8 subfamily B member 8"
"14910","ZNF257","113835","ZNF257-208","ENST00000651332","zinc finger protein 257"
"14911","PCNX3","399909","PCNX3-202","ENST00000439247","pecanex 3"
"14912","ADAM32","203102","ADAM32-210","ENST00000523400","ADAM metallopeptidase domain 32"
"14913","ACSL5","51703","ACSL5-202","ENST00000354655","acyl-CoA synthetase long chain family member 5"
"14914","LRRC8B","23507","LRRC8B-204","ENST00000449440","leucine rich repeat containing 8 VRAC subunit B"
"14915","ABCB8","11194","ABCB8-203","ENST00000461373","ATP binding cassette subfamily B member 8"
"14916","SND1","27044","SND1-201","ENST00000354725","staphylococcal nuclease and tudor domain containing 1"
"14917","ZNF785","146540","ZNF785-203","ENST00000562128","zinc finger protein 785"
"14918","SULT1A2","6799","SULT1A2-205","ENST00000534108","sulfotransferase family 1A member 2"
"14919","NEK5","341676","NEK5-203","ENST00000529080","NIMA related kinase 5"
"14920","PSMD12","5718","PSMD12-201","ENST00000356126","proteasome 26S subunit, non-ATPase 12"
"14921","AL672167.1","","AL672167.1-201","ENST00000441381","NA"
"14922","ADGRA1","84435","ADGRA1-203","ENST00000607359","adhesion G protein-coupled receptor A1"
"14923","AC244090.1","","AC244090.1-201","ENST00000360656","NA"
"14924","PIWIL2","55124","PIWIL2-201","ENST00000356766","piwi like RNA-mediated gene silencing 2"
"14925","MIRLET7BHG","","MIRLET7BHG-202","ENST00000381051","NA"
"14926","NOL4L","140688","NOL4L-203","ENST00000359676","nucleolar protein 4 like"
"14927","CYSRT1","375791","CYSRT1-202","ENST00000650725","cysteine rich tail 1"
"14928","SLC22A4","6583","SLC22A4-201","ENST00000200652","solute carrier family 22 member 4"
"14929","ENTPD4","9583","ENTPD4-204","ENST00000518471","ectonucleoside triphosphate diphosphohydrolase 4"
"14930","C1D","10438","C1D-201","ENST00000355848","C1D nuclear receptor corepressor"
"14931","TBC1D9B","23061","TBC1D9B-204","ENST00000518085","TBC1 domain family member 9B"
"14932","FAM110D","79927","FAM110D-201","ENST00000374268","family with sequence similarity 110 member D"
"14933","SERPINA1","5265","SERPINA1-202","ENST00000393087","serpin family A member 1"
"14934","KANK2","25959","KANK2-201","ENST00000586659","KN motif and ankyrin repeat domains 2"
"14935","C6orf141","135398","C6orf141-206","ENST00000529246","chromosome 6 open reading frame 141"
"14936","GTF2E2","2961","GTF2E2-201","ENST00000355904","general transcription factor IIE subunit 2"
"14937","IL27","246778","IL27-201","ENST00000356897","interleukin 27"
"14938","GUCA2A","2980","GUCA2A-201","ENST00000357001","guanylate cyclase activator 2A"
"14939","ZNF165","7718","ZNF165-201","ENST00000377325","zinc finger protein 165"
"14940","SYNGAP1","8831","SYNGAP1-220","ENST00000637194","synaptic Ras GTPase activating protein 1"
"14941","RAMP2-AS1","","RAMP2-AS1-205","ENST00000592670","NA"
"14942","FITM2","128486","FITM2-201","ENST00000396825","fat storage inducing transmembrane protein 2"
"14943","BLM","641","BLM-201","ENST00000355112","BLM RecQ like helicase"
"14944","ZNF720","124411","ZNF720-205","ENST00000529943","zinc finger protein 720"
"14945","GATA3-AS1","","GATA3-AS1-201","ENST00000355358","NA"
"14946","OR10D3","26497","OR10D3-202","ENST00000641351","olfactory receptor family 10 subfamily D member 3 (putative)"
"14947","DDI2","84301","DDI2-202","ENST00000480945","DNA damage inducible 1 homolog 2"
"14948","SVIL","6840","SVIL-203","ENST00000375400","supervillin"
"14949","TRIM33","51592","TRIM33-201","ENST00000358465","tripartite motif containing 33"
"14950","LRP10","26020","LRP10-201","ENST00000359591","LDL receptor related protein 10"
"14951","PELI1","57162","PELI1-201","ENST00000358912","pellino E3 ubiquitin protein ligase 1"
"14952","MRPL21","219927","MRPL21-202","ENST00000450904","mitochondrial ribosomal protein L21"
"14953","UAP1L1","91373","UAP1L1-202","ENST00000409858","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1"
"14954","FBXL22","283807","FBXL22-201","ENST00000360587","F-box and leucine rich repeat protein 22"
"14955","ZNF786","136051","ZNF786-201","ENST00000316286","zinc finger protein 786"
"14956","ZNF517","340385","ZNF517-208","ENST00000533965","zinc finger protein 517"
"14957","ZNF675","171392","ZNF675-209","ENST00000601935","zinc finger protein 675"
"14958","SLC22A5","6584","SLC22A5-201","ENST00000245407","solute carrier family 22 member 5"
"14959","DACT3","147906","DACT3-201","ENST00000300875","dishevelled binding antagonist of beta catenin 3"
"14960","ADARB1","104","ADARB1-208","ENST00000462214","adenosine deaminase RNA specific B1"
"14961","HTT","3064","HTT-214","ENST00000647962","huntingtin"
"14962","C5AR1","728","C5AR1-203","ENST00000595501","complement C5a receptor 1"
"14963","DIO3","1735","DIO3-201","ENST00000510508","iodothyronine deiodinase 3"
"14964","CYP2B6","1555","CYP2B6-201","ENST00000324071","cytochrome P450 family 2 subfamily B member 6"
"14965","DCHS2","54798","DCHS2-202","ENST00000357232","dachsous cadherin-related 2"
"14966","VEPH1","79674","VEPH1-203","ENST00000392833","ventricular zone expressed PH domain containing 1"
"14967","IPP","3652","IPP-201","ENST00000359942","intracisternal A particle-promoted polypeptide"
"14968","OPALIN","93377","OPALIN-201","ENST00000371172","oligodendrocytic myelin paranodal and inner loop protein"
"14969","MAP3K5","4217","MAP3K5-201","ENST00000359015","mitogen-activated protein kinase kinase kinase 5"
"14970","OGDHL","55753","OGDHL-201","ENST00000374103","oxoglutarate dehydrogenase like"
"14971","GSTK1","373156","GSTK1-203","ENST00000436038","glutathione S-transferase kappa 1"
"14972","HNRNPAB","3182","HNRNPAB-202","ENST00000358344","heterogeneous nuclear ribonucleoprotein A/B"
"14973","STMN3","50861","STMN3-201","ENST00000370053","stathmin 3"
"14974","PDGFA","5154","PDGFA-203","ENST00000402802","platelet derived growth factor subunit A"
"14975","GYPE","2996","GYPE-201","ENST00000358615","glycophorin E (MNS blood group)"
"14976","COL13A1","1305","COL13A1-215","ENST00000645393","collagen type XIII alpha 1 chain"
"14977","ADAM3A","","ADAM3A-202","ENST00000460383","NA"
"14978","PCDHB11","56125","PCDHB11-201","ENST00000354757","protocadherin beta 11"
"14979","ZNF628","89887","ZNF628-203","ENST00000598519","zinc finger protein 628"
"14980","GALP","85569","GALP-201","ENST00000357330","galanin like peptide"
"14981","SLC2A10","81031","SLC2A10-201","ENST00000359271","solute carrier family 2 member 10"
"14982","ZNF665","79788","ZNF665-203","ENST00000596564","zinc finger protein 665"
"14983","RPF2","84154","RPF2-203","ENST00000441448","ribosome production factor 2 homolog"
"14984","LINC00477","","LINC00477-201","ENST00000483544","NA"
"14985","SLC28A3","64078","SLC28A3-201","ENST00000376238","solute carrier family 28 member 3"
"14986","MIB2","142678","MIB2-232","ENST00000520777","mindbomb E3 ubiquitin protein ligase 2"
"14987","MYO5A","4644","MYO5A-205","ENST00000399231","myosin VA"
"14988","GZMM","3004","GZMM-202","ENST00000592501","granzyme M"
"14989","ATG7","10533","ATG7-214","ENST00000451513","autophagy related 7"
"14990","SIPA1L1","26037","SIPA1L1-204","ENST00000553453","signal induced proliferation associated 1 like 1"
"14991","TTC30A","92104","TTC30A-201","ENST00000355689","tetratricopeptide repeat domain 30A"
"14992","SSPO","","SSPO-201","ENST00000378016","NA"
"14993","ELANE","1991","ELANE-202","ENST00000590230","elastase, neutrophil expressed"
"14994","RAB40C","57799","RAB40C-212","ENST00000569575","RAB40C, member RAS oncogene family"
"14995","PIGN","23556","PIGN-245","ENST00000640252","phosphatidylinositol glycan anchor biosynthesis class N"
"14996","COL4A6","1288","COL4A6-201","ENST00000334504","collagen type IV alpha 6 chain"
"14997","ZNF624","57547","ZNF624-201","ENST00000311331","zinc finger protein 624"
"14998","HHLA3","11147","HHLA3-202","ENST00000361764","HERV-H LTR-associating 3"
"14999","TOPORS","10210","TOPORS-201","ENST00000360538","TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
"15000","BCO2","83875","BCO2-201","ENST00000357685","beta-carotene oxygenase 2"
"15001","KCNMB2","10242","KCNMB2-206","ENST00000437510","potassium calcium-activated channel subfamily M regulatory beta subunit 2"
"15002","ENTPD6","955","ENTPD6-201","ENST00000354989","ectonucleoside triphosphate diphosphohydrolase 6"
"15003","DMBX1","127343","DMBX1-201","ENST00000360032","diencephalon/mesencephalon homeobox 1"
"15004","ENPP1","5167","ENPP1-202","ENST00000486853","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"15005","FAR1","84188","FAR1-201","ENST00000354817","fatty acyl-CoA reductase 1"
